;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
№ ФП массового учебника;Система;Код 1С;Класс;"Автор в 1С издательства ""Просвещение""";"Наименование в 1С издательства ""Просвещение""";Линия УМК;Примечание;Год издания;Цена с НДС, руб. ;Заказ (количество экз);Система
1.1.2.1.8.4;Школа России;07-0443-01;4;Моро М. И., Бантова М. А., Бельтюкова Г. В. и др.;Математика. 4 класс. В 4 ч. Ч.1 (для слабовидящих обучающихся);Моро М.И. (1-4);;2016;770,00;;Школа России
1.1.2.1.8.4;Школа России;07-0444-01;4;Моро М. И., Бантова М. А., Бельтюкова Г. В. и др.;Математика. 4 класс. В 4 ч. Ч.2 (для слабовидящих обучающихся);Моро М.И. (1-4);;2016;770,00;;Школа России
1.1.2.1.8.4;Школа России;07-0445-01;4;Моро М. И., Бантова М. А., Бельтюкова Г. В. и др.;Математика. 4 класс. В 4 ч. Ч.3 (для слабовидящих обучающихся);Моро М.И. (1-4);;2016;770,00;;Школа России
1.1.2.1.8.4;Школа России;07-0446-01;4;Моро М. И., Бантова М. А., Бельтюкова Г. В. и др.;Математика. 4 класс. В 4 ч. Ч.4 (для слабовидящих обучающихся);Моро М.И. (1-4);;2016;770,00;;Школа России
2.1.2.2.4.1;Перспектива;14-0348-01;1;Рудченко Т. А., Семенов А. Л.;Информатика. 1 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Рудченко Т.А. (1-4);;2016;1430,00;;Перспектива
2.1.2.2.4.1;Перспектива;14-0349-01;1;Рудченко Т. А., Семенов А. Л.;Информатика. 1 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Рудченко Т.А. (1-4);;2016;1430,00;;Перспектива
2.1.2.2.4.2;Перспектива;14-0350-01;2;Рудченко Т. А., Семенов А. Л.;Информатика. 2 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Рудченко Т.А. (1-4);;2016;1540,00;;Перспектива
2.1.2.2.4.2;Перспектива;14-0351-01;2;Рудченко Т. А., Семенов А. Л.;Информатика. 2 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Рудченко Т.А. (1-4);;2016;1540,00;;Перспектива
2.1.2.2.4.3;Перспектива;14-0352-01;3;Рудченко Т. А., Семенов А. Л.;Информатика. 3 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Рудченко Т.А. (1-4);;2016;1540,00;;Перспектива
2.1.2.2.4.3;Перспектива;14-0353-01;3;Рудченко Т. А., Семенов А. Л.;Информатика. 3 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Рудченко Т.А. (1-4);;2016;1540,00;;Перспектива
2.1.2.2.4.4;Перспектива;14-0354-01;4;Рудченко Т. А., Семенов А. Л.;Информатика. 4 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);Рудченко Т.А. (1-4);;2016;1540,00;;Перспектива
2.1.2.2.4.4;Перспектива;14-0355-01;4;Рудченко Т. А., Семенов А. Л.;Информатика. 4 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);Рудченко Т.А. (1-4);;2016;1540,00;;Перспектива
1.1.3.1.3.1;Школа России;08-0384-01;1;Плешаков А. А.;Окружающий мир. 1 класс. В 4 ч. Ч.1 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;605,00;;Школа России
1.1.3.1.3.1;Школа России;08-0385-01;1;Плешаков А. А.;Окружающий мир. 1 класс. В 4 ч. Ч.2 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;605,00;;Школа России
1.1.3.1.3.1;Школа России;08-0386-01;1;Плешаков А. А.;Окружающий мир. 1 класс. В 4 ч. Ч.3 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;605,00;;Школа России
1.1.3.1.3.1;Школа России;08-0387-01;1;Плешаков А. А.;Окружающий мир. 1 класс. В 4 ч. Ч.4 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;605,00;;Школа России
1.1.3.1.3.2;Школа России;08-0388-01;2;Плешаков А. А.;Окружающий мир. 2 класс. В 4 ч. Ч.1 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;880,00;;Школа России
1.1.3.1.3.2;Школа России;08-0389-01;2;Плешаков А. А.;Окружающий мир. 2 класс. В 4 ч. Ч.2 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;880,00;;Школа России
1.1.3.1.3.2;Школа России;08-0390-01;2;Плешаков А. А.;Окружающий мир. 2 класс. В 4 ч. Ч.3 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;880,00;;Школа России
1.1.3.1.3.2;Школа России;08-0391-01;2;Плешаков А. А.;Окружающий мир. 2 класс. В 4 ч. Ч.4 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;880,00;;Школа России
1.1.3.1.3.3;Школа России;08-0392-01;3;Плешаков А. А.;Окружающий мир. 3 класс. В 4 ч. Ч.1 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;660,00;;Школа России
1.1.3.1.3.3;Школа России;08-0393-01;3;Плешаков А. А.;Окружающий мир. 3 класс. В 4 ч. Ч.2 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;660,00;;Школа России
1.1.3.1.3.3;Школа России;08-0394-01;3;Плешаков А. А.;Окружающий мир. 3 класс. В 4 ч. Ч.3 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;660,00;;Школа России
1.1.3.1.3.3;Школа России;08-0395-01;3;Плешаков А. А.;Окружающий мир. 3 класс. В 4 ч. Ч.4 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;660,00;;Школа России
1.1.3.1.3.4;Школа России;08-0396-01;4;Плешаков А. А., Крючкова Е. А.;Окружающий мир. 4 класс. В 4 ч. Ч.1 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;880,00;;Школа России
1.1.3.1.3.4;Школа России;08-0397-01;4;Плешаков А. А., Крючкова Е. А.;Окружающий мир. 4 класс. В 4 ч. Ч.2 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;880,00;;Школа России
1.1.3.1.3.4;Школа России;08-0398-01;4;Плешаков А. А., Крючкова Е. А.;Окружающий мир. 4 класс. В 4 ч. Ч.3 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;880,00;;Школа России
1.1.3.1.3.4;Школа России;08-0399-01;4;Плешаков А. А., Крючкова Е. А.;Окружающий мир. 4 класс. В 4 ч. Ч.4 (для слабовидящих обучающихся);Плешаков А.А.  (1-4);;2016;880,00;;Школа России
1.1.3.1.4.2;Перспектива;08-0404-01;1;Плешаков А. А., Новицкая М. Ю.;Окружающий мир. 2 класс. В 3-х ч. Ч. 1 (для слабовидящих обучающихся);Плешаков А.А., Новицкая М.Ю. (1-4);;2016;1320,00;;Перспектива
1.1.3.1.4.2;Перспектива;08-0405-01;1;Плешаков А. А., Новицкая М. Ю.;Окружающий мир. 2 класс. В 3-х ч. Ч. 2 (для слабовидящих обучающихся);Плешаков А.А., Новицкая М.Ю. (1-4);;2016;1320,00;;Перспектива
1.1.3.1.4.2;Перспектива;08-0406-01;1;Плешаков А. А., Новицкая М. Ю.;Окружающий мир. 2 класс. В 3-х ч. Ч. 3 (для слабовидящих обучающихся);Плешаков А.А., Новицкая М.Ю. (1-4);;2016;1320,00;;Перспектива
1.1.4.1.4.1;Перспектива/ Школа России;35-0140-01;4;Кураев А. В.;Основы религиозных культур и светской этики. Основы православной культуры. 4 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);ОРКСЭ (Кураев и др.) (4);;2016;1100,00;;Перспектива/ Школа России
1.1.4.1.4.1;Перспектива/ Школа России;35-0141-01;4;Кураев А. В.;Основы религиозных культур и светской этики. Основы православной культуры. 4 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);ОРКСЭ (Кураев и др.) (4);;2016;990,00;;Перспектива/ Школа России
1.1.4.1.4.2;Перспектива/ Школа России;35-0136-01;4;Латышина Д. И., Муртазин М. Ф.;Основы религиозных культур и светской этики. Основы исламской культуры. 4 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);ОРКСЭ (Кураев и др.) (4);;2016;1100,00;;Перспектива/ Школа России
1.1.4.1.4.2;Перспектива/ Школа России;35-0137-01;4;Латышина Д. И., Муртазин М. Ф.;Основы религиозных культур и светской этики. Основы исламской культуры. 4 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);ОРКСЭ (Кураев и др.) (4);;2016;1100,00;;Перспектива/ Школа России
1.1.4.1.4.5;Перспектива/ Школа России;35-0138-01;4;Беглов А. Л., Саплина Е. В., Токарева Е. С. и др.;Основы религиозных культур и светской этики. Основы мировых религиозных культур. 4 класс. В 2-х ч. Ч.1 (для слабовидящих обучающихся);ОРКСЭ (Кураев и др.) (4);;2016;1100,00;;Перспектива/ Школа России
1.1.4.1.4.5;Перспектива/ Школа России;35-0139-01;4;Беглов А. Л., Саплина Е. В., Токарева Е. С. и др.;Основы религиозных культур и светской этики. Основы мировых религиозных культур. 4 класс. В 2-х ч. Ч.2 (для слабовидящих обучающихся);ОРКСЭ (Кураев и др.) (4);;2016;1100,00;;Перспектива/ Школа России
